content	passageId	label	propertyName	propertyId	propertyDescription
Under his leadership, Oxford grew to over $5 billion in annual revenue and ranked among the 300 largest U.S. corporations.	14972:145:267	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Mr. Wiggins was also the founder, chairman, and chief executive officer of HealthMarket, Inc., an insurance company that gave birth to innovative consumer-driven health plans and grew to over $150 million in revenue before being acquired by UICI.	14972:269:515	0	CEO	4	Describes the relationship between an organization and its CEO.
In 1993, he cofounded Health Partners, Inc., a physician practice management company that grew to $140 million in annual revenue before it was sold.	14972:516:664	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
In addition to serving on the board of ikaSystems, he serves on the board of directors for Touchstone Health Partnership, Inc.	14972:1193:1319	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Steve Wiggins founded Oxford Health Plans and served 14 years as the company’s chairman of the board and chief executive officer.	14972:15:144	0	CEO	4	Describes the relationship between an organization and its CEO.
He was appointed vice president and treasurer for Wisconsin Energy and its utility subsidiary, We Energies, in February 2013.	1574:636:761	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
He was born in Mahón on 23 May 1887 and died in Madrid on July 16, 1961.	29747:102:174	0	DATE_OF_DEATH	14	Describes the date of death of a person.
José María Martín Domingo (1889–1961) was a Spanish composer and musician.	29747:27:101	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
She owns The Donners' Company with her husband, famed director Richard Donner.	13693:171:249	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Gerard López Segú (born 12 March 1979), usually known as just Gerard, is a Spanish retired footballer, and the current coach of FC Barcelona B and the Catalonia national team.	12741:14:189	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Dalia Kuznecovaite was born on the 11th of October in the year 1988 in Vilnius.	10863:424:503	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Gülşen Degener began playing billiards while she was at Uludağ University in Bursa, Turkey, studying English philology and literature.	18411:197:331	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
"When originally incorporated in 1822, it was called ""Dutton"" in honor of Bangor's Samuel Dutton, a judge and founder of the Bangor Theological Seminary."	8113:124:276	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Decade is a compilation by Neil Young, originally released in 1977 as a triple album, now available on two compact discs.	8346:27:148	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
After high school, Jo moved to Saskatoon and worked in and enjoyed many different occupations.	14383:390:484	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
Elena Lucrezia Cornaro Piscopia, also Helen Cornaro ([pisˈkɔːpja]; 5 June 1646 – 26 July 1684) was an Italian philosopher of noble descent, who was the first woman to receive an academic degree from a university.She was one of the first women to receive an academic degree.	14108:24:297	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
She died at Padua in 1684 of tuberculosis, was buried in the church of Santa Giustina at Padua, and her statue was placed in the university.	14108:1051:1191	0	DATE_OF_DEATH	14	Describes the date of death of a person.
"John Andariese a.k.a. ""Johnny Hoops"" {born August 19, 1938 in Brooklyn, New York} is a former color commentator for the New York Knicks and NBA TV and a former college basketball player."	22050:16:202	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
In 1799, he was elected a member of the Royal Swedish Academy of Sciences.	5074:329:403	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
When Selznick moved to MGM in 1933, Cukor followed and directed Dinner at Eight (1933) and David Copperfield (1935) for Selznick and Romeo and Juliet (1936) and Camille (1936) for Irving Thalberg.	5185:427:623	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
She created Buddy Project on April 8th, 2013, when she was just 15-years-old.	9626:211:288	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Gabby Frost is the founder and CEO of Buddy Project, Inc., a 501(c)(3) organization aiming to prevent suicide and self-harm by pairing people as buddies and raising awareness for mental health.	9626:17:210	0	CEO	4	Describes the relationship between an organization and its CEO.
Gunnar Sand (9 August 1909 – 28 December 1983) was a Norwegian politician for the Labour Party.	28961:13:108	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He fled to Sweden, where he from 1943 led the executive committee of the Workers' Youth League-in-exile.	28961:854:958	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He grew up in Sun Valley, California and was a graduate of John H. Francis Polytechnic High School.	16066:326:425	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He died 26 July 1998 in Anchorage, Alaska, when the aircraft he was piloting crashed.	16066:853:938	0	DATE_OF_DEATH	14	Describes the date of death of a person.
She has played with the U-21 Spanish national team in the World Championship of such category which was played in Moscow in 2007.	8210:379:508	0	DATE_FOUNDED	5	Describes the founding date of a company.
María del Carmen Asurmendi Villaverde, commonly known as María Asurmendi (born in Pamplona, on 4 April 1986), is a Spanish women's basketball 1.67 m point guard, who currently plays at CB Conquero in Huelva, Spain.	8210:17:231	0	DATE_OF_DEATH	14	Describes the date of death of a person.
The game was developed by Nintendo Entertainment Analysis and Development, led by Shigeru Miyamoto and Takashi Tezuka.	5239:401:519	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
United Institute of Peace was established by Congress in 1984 and is headquartered in Washington, D.C.	2645:976:1078	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
United Institute of Peace operates in the world’s most challenging conflict zones, and conducts active programs in Afghanistan, Iraq, Pakistan, Sudan, Libya, Burma, and elsewhere.	2645:549:728	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Toops Wholesale Limited foodservice brand is also a subsidiary of Foodstuffs (Wellington) Co-operative Society.	9:320:431	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
He is married to author Anne Fadiman.	4995:181:218	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
George Howe Colt is an American journalist and author.	4995:18:72	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
He was a Liberal Party member of the New South Wales Legislative Assembly from 1959 to 1964, representing the electorate of Dubbo.	30042:96:226	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He was originally from Minnesota and graduated from Simpson College in Indianola, Iowa and Western States Chiropractic College in Portland, Oregon.	29860:1513:1660	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He and his wife, Lorelei have four children and live in the Milwaukie community.	29860:1432:1512	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
During World War II, Kromiadi was a supporter of the Russian Liberation Movement.	16796:688:769	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He entered service in the Imperial Russian Army as a volunteer and fought during World War I in Persia and also on the Caucasus Front, where many Armenians, Caucasus Greeks, Georgians, and Russians fought against the forces of the Ottoman Empire.	16796:307:553	0	SPOUSE	25	Describes the relationship between a person and her/his spouse.
Charles was a founder and Chairman of the Board for Convoy Corporation, a computer software company, which was sold to New Era Of Networks (Nasdaq: NEON) in June 1999.	17501:435:602	0	CEO	4	Describes the relationship between an organization and its CEO.
Charles was one of the founders of The Application Group, a computer consulting company specializing in PeopleSoft Human Resource implementations (Nasdaq: PFST), which was sold to Automatic Data Processing (NYSE: ADP) in October 1994.	17501:760:994	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
In October 2016 Cameron, who had resigned as Prime Minister, became chairman of the NCS Trust's patrons' board.	15116:502:613	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
June Carter Cash, Marshall Grant, Tommy Cash, Harold Reid, Larry Butler (who was both Cash's piano player and record producer at this time), Maybelle Carter, Anita Carter, Carl Perkins, and Lew DeWitt are among those featured on the album.	16344:681:920	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
"The band has been recognized in their native Boston, receiving the awards for ""Outstanding Rock Band"" and ""Best Rock Video"" in 1992 from the Boston Music Awards."	17202:1419:1580	0	PLACE_OF_RESIDENCE	11	Describes the relationship between a person and the location where she/he lives/lived.
They have released 15 studio albums: Aerosmith (1973), Get Your Wings (1974), Toys in the Attic (1975), Rocks (1976), Draw the Line (1977), Night in the Ruts (1979), Rock in a Hard Place (1982), Done with Mirrors (1985), Permanent Vacation (1987), Pump (1989), Get a Grip (1993), Nine Lives (1997), Just Push Play (2001), Honkin' on Bobo (2004), and Music from Another Dimension!	17202:156:535	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
The German School Society of Nairobi was founded in 1964 and the school itself was founded in 1969.	7887:267:366	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
William married Diamantina Catherine DOUYÈRE, daughter of Antoine Prosper Jean dit Wellmande DOUYÈRE and Bridget Elizabeth WARHAM, on 11 Sep 1899.	29829:735:881	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
The street was then named Queen Street after Queen Charlotte, the wife of King George III, who both visited Oxford in 1785.	13668:1204:1327	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In 1977 he was appointed professor of art history at the Saarland University, Saarbrücken, where he remained until his retirement in 1996.	8288:406:544	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Lorenz Dittmann (*March 27, 1928 in Munich) is a German art historian.	8288:17:87	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
François Goyard played a significant role in further increasing the firm’s growth with his daughter Isabelle Goyard (1959-).	21796:600:724	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Kayla Anderson is an Account Coordinator at RB Oppenheim Associates (RBOA), serving clients in public health and government associations.	9399:16:153	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In a standard match, WWE Chairman Vince McMahon defeated Zach Gowen.	5349:656:724	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Ronald Joel Flores (born August 9, 1979 in Whittier, California) is a former left-handed relief pitcher who played with the Oakland Athletics from 2005 to 2007.	16088:12:172	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
The Center for Applied Linguistics (CAL) is a private, nonprofit organization founded in 1959 and headquartered in Washington, DC.	15635:32:162	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
In 10 years, Fronteer Gold grew from a $2-million venture shell into a well-funded and high-profile gold development company that discovered or advanced seven deposits.	14661:560:728	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
CANADEM is an Ottawa based non-profit, government-related organization established in 1996 with funding from the Canadian Department of Foreign Affairs and International Trade.	7719:9:185	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Originally designed as Canada's national roster of civilian experts, CANADEM is now the largest roster of screened international civilian experts in the world.	7719:420:579	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
In 1938, newly married Dave and Lucile Packard moved into 367 Addison Ave, the first floor three-room apartment, with Bill Hewlett sleeping in the shed.	18670:752:904	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
James L. Chappuis, MD, is the visionary, founder, owner, senior orthopaedic spine surgeon and Chief Executive Officer of Orthopaedic & Spine Surgery of Atlanta, a/k/a SpineCenterAtlanta, a comprehensive physician guided spine care program in Atlanta (Buckhead), Georgia.	14954:932:1202	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Karen G. Angara-Ularan (born January 3, 1972) is a Filipina politician.	28671:17:88	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
After living in London until about 1778, he moved to Surrey, and exhibited with the Royal Academy and the Society of Artists, of which he was a member.	8340:175:326	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Foresters Financial™ and Foresters™ are trade names and trademarks of The Independent Order of Foresters (a fraternal benefit society) and its subsidiaries, including Foresters Financial Services, Inc.	27424:1629:1830	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Dmytro Yeremenko (Ukrainian: Дмитро Сергійович Єременко, born 20 June 1990 in Kharkiv, Ukrainian SSR, Soviet Union) is a Ukrainian football midfielder who is currently playing for Hoverla Uzhhorod.	27771:18:215	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
The Continental Can Company was founded by Edwin Norton T.G. Cranwell in 1904, three years after the formation of its greatest rival, American Can Company.	19110:123:278	0	SPOUSE	25	Describes the relationship between a person and her/his spouse.
They met with Lord Knutsford, who preferred that to Sir Samuel Griffith's provincial district resolutions were carried in the Queensland Legislative Assembly.	18399:1307:1465	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
She is a member of a number of professional organizations including the American Psychological Association and the Autism Society of America.	28270:1654:1795	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He had many celebrity clients, including Zsa Zsa Gabor, Errol Flynn, Chuck Berry, Muhammad Ali, The Rolling Stones, Jim Bakker and Tammy Faye Bakker, Martha Mitchell, Lana Turner, Tony Curtis, and Mae West.	13659:176:382	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Robert Herscu founded HQ Entertainment in 1992, he earned his degree in Economics and Accounting at Monash University in Melbourne, Australia.	3316:15:157	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Mr. Herscu became involved in the real estate market by forming HQ Development in 2003.	3316:705:792	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
Andy Ponstein (born May 2, 1976 in Jenison, Michigan) is an American stock car racing driver.	17962:15:108	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Barakat resided in Greensboro, NC his wife, Florence, and was the parent of four adult children: Nancy, Christie, Amy, and Rick.	12820:1509:1637	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
A native of Union City, NJ, he was graduated from Emerson High and was also inducted into Emerson High (1998) and Hudson County (1999) Hall of Fames.	12820:1359:1508	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Barakat died in Greensboro of a heart attack on June 21, 2010 at the age of 71.	12820:1638:1717	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Mr. Garrett Warnock, age 71 of Vidalia, died Sunday, December 30, 2012 in the Community Hospice House in Vidalia.	120:26:139	0	DATE_OF_DEATH	14	Describes the date of death of a person.
He was a native of the Kibbee Community, moved to Vidalia in 1966, and in 1999 returned to his home place in Montgomery County.	120:140:267	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Deniz was born in in Oakland, California and grew up in Gridley, California where she attended area schools, graduating from Gridley High School in 1980.	20881:130:283	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Valery Yakovlevich Leontiev (Russian: Валерий Яковлевич Леонтьев; born 19 March 1949 in Ust-Usa, Komi ASSR, RSFSR, Soviet Union) is a Soviet and Russian pop singer whose popularity peaked in the early 1980s.	28383:17:224	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Don Diego de San Francisco Tehuetzquititzin (sometimes called Tehuetzquiti or Tehuetzqui) (died 1554) was the 16th tlatoani and second governor of Tenochtitlan.	16237:41:201	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
According to Chimalpahin, Tehuetzquititzin's father Tezcatl Popocatzin was a son of Tizoc, the seventh ruler of Tenochtitlan.	16237:202:327	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
He was chairman of the board of the news agency Nynorsk Pressekontor from 1975 to 1985.	28783:554:641	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
"He was an MTV VJ in 1991, and has worked for radio stations such as ""Live 105"" San Francisco and Channel 104.9 San Jose."	18426:63:183	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
After a five-year stint as a field producer on CTV's W5, Donaldson joined Ryerson Polytechnical Institute in 1975 as an instructor in Broadcast Journalism, in addition to teaching at the University of Western Ontario in the Journalism Program for Native People.	15657:813:1074	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He represents the riding of Markham—Unionville as a member of the Progressive Conservative Party of Ontario.	30040:137:245	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He also served as the executive director of the California Democratic Party from 1983 until 1985.	16199:351:448	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
After his swearing in in December 2004, he was diagnosed with a brain tumor in March and died in June 2005.	16199:145:252	0	DATE_OF_DEATH	14	Describes the date of death of a person.
[citation needed] Christine MacIntyre was the editor-in-chief until her death in 1988.	18796:962:1048	0	DATE_OF_DEATH	14	Describes the date of death of a person.
An ethnic Herero, Mbuende has been a high-level member of the ruling SWAPO Party of Namibia since 1974, when he became the information officer in Lusaka, Zambia.	5062:193:354	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Kaire Mbuende (born 28 November 1953) is a Namibian politician and diplomat.	5062:15:91	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Sikorsky Aircraft built the experimental helicopters developed by inventor Igor Sikorsky.	15822:584:673	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
BlackBay Fund Management LLC, was formed in 2013 to launch the BlackBay Blended Strategy Fund LP, a hedge fund for accredited investors.	17383:757:893	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
GLORAD was founded in 2003 by Max von Zedtwitz at Tsinghua University in Beijing, expanded to the University of St. Gallen in 2004, and moved its China office to Tongji University in 2008.	28949:873:1061	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
Paul J. Sarvadi, Chairman of the Board and Chief Executive Officer and co-founder of the Company and its subsidiaries, is a Class II director and has been a director since the Company's inception in 1986.	14843:426:630	0	CEO	4	Describes the relationship between an organization and its CEO.
Insperity, Inc., previously known as Administaff, Inc., is a professional employer organization headquartered in Kingwood, an area of Houston, Texas.	14843:11:160	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
He emigrated with his family from Scotland to Sydney, Australia in 1963.	16347:523:595	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Sven Erik Holmes (born 1951) is a former United States District Judge of the United States District Court for the Northern District of Oklahoma and currently the Vice Chairman, Legal, Risk and Regulatory, and Chief Legal Officer for KPMG LLP, a global accounting firm.	14693:13:281	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Berthar had one daughter, Radegund (later canonised), who married the Frankish king Clotaire I.	4899:232:327	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Boleslaw Sulik was born on April 8, 1929 in Torun, Kujawsko-Pomorskie, Poland.	13871:16:94	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Our network of individual and institutional investors was broadened further through the formation of additional partnerships in 1988, 1990, 1997 and 2006.	23544:884:1038	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
River Capital, founded in 1983, is an Atlanta-based private investment firm which provides capital for management buyouts, recapitalizations and the growth capital needs of well-established middle market companies.	23544:20:234	0	DATE_FOUNDED	5	Describes the founding date of a company.
Shawn Dass started his career approximately 8 years ago in Singapore with media giant MediaCorp as a Client Services Manager with areas of expertise to include project planning, solutions development across 23 digital portals and other forms of integrated media, passionate about establishing and growing long-term client savvy relationships with both direct consumers and full-service media agencies.	2905:89:490	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Alan Everest Brown (born in Malton, Yorkshire, 20 November 1919 – died in Guildford, Surrey, 20 January 2004) was a British racing driver from England.	29704:12:163	0	DATE_OF_DEATH	14	Describes the date of death of a person.
He took up motor racing in a Cooper, later forming the Ecurie Richmond team with Eric Brandon.	29704:164:258	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Suburban Diagnostics, established in 1994 has rapidly emerged as one of the most technologically advanced diagnostic centres.	16596:22:147	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Sandvik is one of only eleven non-Nordic skiers to win the Holmenkollen medal (Stein Eriksen, King Haakon VII, Boghild Niskin, Inger Bjørnbakken, Sandvik, King Olav V, Erik Håker, Jacob Vaage, King Harald V, and Queen Sonja (all from Norway); and Ingemar Stenmark (Sweden) are the others.)	13595:384:673	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
After leaving New York, Mallory moved to Los Angeles and been pursuing her passion for make-up in all aspects of the industry.	10280:296:422	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
She grew up doing makeup for her friends, for their proms and weddings.	10280:85:156	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Zeltiq Aesthetics is a subsidiary of Allergan based in Pleasanton, California that markets and licenses devices used for cryolipolysis procedures.	20337:23:169	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
My latest book, STUMBLING THROUGH LIFE, continues the story of Tim Adams, whom we met in STUMBLING THROUGH A WARTIME CHILDHOOD.	27257:14:141	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Contact me via philipalgar@btinternet.com GOODBYE OLD CHAP, A life at sea in peace and war,  is a biography of my father, a master mariner with Shell, who was captured in WW2 and who wrote diaries whilst in a POW camp.	27257:1274:1492	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Originally, an energy economist, I became an editor/journalist/author, occasional broadcaster and have now written a total of 11 books, some serious, some humorous, in my retirement.	27257:1765:1947	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Tim is challenged by a management course, run by men of dubious reputation, fear of National Service and its absurdities, an unusual holiday in Paris and the need to live life.	27257:418:594	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
In October, 2012, Branson and Zeitz announced the formation of The B Team, alongside the inaugural CEO, entrepreneur Derek Handley.	24349:1019:1150	0	CEO	4	Describes the relationship between an organization and its CEO.
I have 6 siblings, 3 brothers, 2 sisters and 1 Step sister I also have a step mom and a step dad my parents are divorced they got divorced about 7 years ago i'm almost 15 and last year a boy I liked died June 20,2015 I miss him a lot and think about him all the time we were really close we hung out June 19th 1 day before he died then all of a sudden he was gone then 6 days after he died my grandma died it was a horrible month last year i didn't know what to do i still don't know what to do i guess but pretty much my life is very boring there isn't much to tell about me so yeah....	14053:11:598	0	DATE_OF_DEATH	14	Describes the date of death of a person.
If You Really Love Me is a song written by Stevie Wonder and Syreeta Wright.	13650:23:101	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
He became president of then-Medical College of Georgia (MCG) and CEO of its health system in July 2010.	7219:595:698	0	CEO	4	Describes the relationship between an organization and its CEO.
George William Grant McConachie (April 24, 1909 – June 29, 1965) was a Canadian bush pilot and businessman who became CEO of Canadian Pacific Airlines (CPA).	12938:18:175	0	CEO	4	Describes the relationship between an organization and its CEO.
Grant McConachie was born in Hamilton, Ontario, and grew up in Calder, Alberta.	12938:176:255	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
When his father died in 1675, Ernest and his six brothers jointly assumed the government of the duchy; five years later, in 1680, and under the treaty of division of the family lands, he received the towns of Hildburghausen, Eisfeld, Heldburg, Königsberg.	19105:277:532	0	DATE_OF_DEATH	14	Describes the date of death of a person.
He was the ninth but sixth surviving son of Ernest I, Duke of Saxe-Gotha and Elisabeth Sophie of Saxe-Altenburg.	19105:164:276	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Ernest settled his official residence in Hildburghausen and began the building of his castle.	19105:728:821	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
The U.K. release was on December 8, 2006, 26 years to the day after the death of John Lennon.	13629:892:985	0	DATE_OF_DEATH	14	Describes the date of death of a person.
The film makes extensive use of archival footage of Lennon and Yoko Ono, and includes a famously hard-hitting interview conducted by anti-war reporter Gloria Emerson.	13629:725:891	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Paul William Robertson (December 19, 1954 – September 2, 2014) was a Canadian businessperson, media executive and producer known for his work in animated television and broadcasting.	21201:19:201	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
David L. Steward (born 1951) is chairman and co-founder of World Wide Technology, Inc., one of the largest African-American-owned businesses in America.	12689:15:167	0	CEO	4	Describes the relationship between an organization and its CEO.
The Arab Organization for Industrialization (AOI) (Arabic: الهيئة العربية للتصنيع) is an Egypt-based Arab military organisation established in 1975 by Egypt, Qatar, Saudi Arabia and the United Arab Emirates (UAE) to supervise the collective development of the Arab defence industry.	28134:41:323	0	DATE_FOUNDED	5	Describes the founding date of a company.
Morgan graduated from Birmingham University with an MSc degree in Engineering Production and Management.	7226:242:346	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He studied for an HND at Newport and Monmouthshire College of Technology.	7226:168:241	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
Between 2002 and 2009 he was Chief Executive Officer of Tube Lines, the public–private partnership company that was responsible for the maintenance, renewal and upgrade of the infrastructure of three London Underground lines.	7226:392:617	0	CEO	4	Describes the relationship between an organization and its CEO.
Morgan was awarded the honorary degree of Doctor of Engineering by Birmingham University in 2013.	7226:1175:1272	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
Helga Thaler Ausserhofer (born 13 April 1952) is an Italian politician who sat in that country's senate for the South Tyrolean People's Party.	30027:26:168	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Benjamin Bond Cabbell FRS DL (1782/3 – 9 December 1874), British politician and philanthropist He was educated at Westminster School.	27915:23:156	0	NATIONALITY	10	Describes he country of a person's citizenship or country in which the person is deemed a national.
Cabbell was Conservative Party Member of Parliament for St Albans from August 1846 to July 1847, and then for Boston until he retired in March 1857.	27915:481:629	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He died at 39 Chapel Street, Marylebone Road, London, 9 December 1874, in his 92nd year.	27915:1476:1564	0	DATE_OF_DEATH	14	Describes the date of death of a person.
This tug was originally built for Alvin J. Misener & Erwin G. Tedford (owned from 1915 to 1922); then it was in possession of the Minister of Game & Fisheries for the Province of Ontario (from 1922 to 1940).	22670:390:597	0	DATE_OF_DEATH	14	Describes the date of death of a person.
I soon discovered that I enjoyed the structured process that was accompanied with admin duties, which was given to me by the CEO of Selecta Data systems.	29881:105:258	0	CEO	4	Describes the relationship between an organization and its CEO.
Dwayne Glenn McDuffie (February 20, 1962February 21, 2011) was an American writer of comic books and television, known for creating the animated television series Static Shock, writing and producing the animated series Justice League Unlimited and Ben 10, and co-founding the pioneering minority-owned-and-operated comic-book company Milestone Media.	1105:17:367	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
LG Electronics Inc. is a South Korean multinational electronics company headquartered in Yeouido-dong, Seoul, South Korea, and is part of LG Corporation, employing 82,000 people working in 119 local subsidiaries worldwide.	14781:16:238	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
The CEO of LG Electronics is Koo Bon-joon, who assumed the role of vice chairman of LG Electronics on 1 October 2010.	14781:556:673	0	CEO	4	Describes the relationship between an organization and its CEO.
She holds a post of Professor of Psychiatry at the Johns Hopkins University School of Medicine and is an Honorary Professor of English at the University of St Andrews.	5248:201:368	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
I Can't Hear You No More is a composition written by Gerry Goffin and Carole King.	13682:26:110	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Jackson was a boxer and aspiring musician who was married when the two first met.	14445:674:755	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
The daughter of Martha Mattie Upshaw and Prince Albert Screws, Katherine contracted polio at a young age.	14445:208:313	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Her son, Michael, would later credited his mother with giving him his vocal gifts.	14445:1172:1254	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In November 1949, after Jackson divorced his first wife, the couple married.	14445:756:832	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
