propertyId,propertyName,propertyDescription,content,label
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Anatoli Ilych Vasiliev (Russian: Анато́лий Ильи́ч Васи́льев; 18 March 1917, Petrograd (former Saint Petersburg), Russian Empire – June 4, 1994, Saint Petersburg, Russian Federation) was a Russian and Soviet realist painter, who lived and worked in Leningrad.",9
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,He left Civic Platform for personal reasons and at the time of his death was an independent MP.,12
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"The College of Traditional Chinese Medicine is a degree awarding college working as a subsidiary of the Xinjiang Medical University, is the only autonomous institution of a higher Chinese medicine study in Urumqi.",14
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Designed in Cunard's then headquarters and regional offices in Liverpool and Southampton respectively, and built in Clydebank, Scotland, she was considered the last of the great transatlantic ocean liners until the construction of the Queen Mary 2 was announced.",8
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Margaret Atwood: Once in August is a 1984 documentary film about Canadian writer Margaret Atwood, directed by Michael Rubbo and produced by the National Film Board of Canada (NFB).",8
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,David grew up outside of Boston and studied painting in Boston University under a Ford Foundation Educational Scholarship.,10
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Formerly a senior figure in the ruling Front for Victory faction of the Justicialist Party (PJ) in the Argentine Chamber of Deputies and Chairman of both the Constitutional Affairs Committee and the Peronist Caucus, Urtubey became Governor in the 2007 elections, being only 38 years old.",12
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Radio Televizija Nikšić (English: Radio Television Nikšić) is a local radio-television company based in Nikšić, Montenegro.",8
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"All 3 of his sons attended H-F along with his daughter in law Terri (Butler) Bodee and 2 of his grandchildren, Bradley and Colleen Bodee.",1
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"The cemetery was originally owned by Masonic Lodge No.11, but has been owned and operated since 1994 by the non-profit Eugene Masonic Cemetery Association, whose board members are volunteers.",3
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,LPBI Group has Three Enterprise Types and Five Subsidiaries,14
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"All locally registered electors (British, Irish, Commonwealth and European Union citizens) who were aged 18 or over on Thursday 2 May 2013 were entitled to vote in the local elections.",9
4,CEO,Describes the relationship between an organization and its CEO.,"I’m interested in companies that have poor management, debt, and need capital, corporate restructuring, a new team or need a turn around Chief Executive Officer",0
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,During his tenure significant capital was raised to fund the commercialisation of the Aorfix stent graft towards gaining revenues in key EU markets and PMA in the US.,11
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,Humble grew up in Texas and was a mult-sport athlete at his San Antonio high school.,10
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"When I was a young girl I was Laura J. Smith, then I grew up and got married and became Laura J. Miller, lasted about 14 years then I got divorced and in 2003 I found the love of my life, my equal, my best friend, John Thomas Rehmeyer.",10
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"In order for the album to be released at all, her label (originally CBS/Columbia – as of 1988 a subsidiary label of Sony Music Entertainment) insisted that certain Essex tracks were to be re-recorded and re-produced, and that there be additional material remixed to create a more 'commercial' package.",3
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"After the sale of its Latin American branches in 2006, BankBoston currently exists solely as a subsidiary private bank owned by Bank of America.",14
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Fayez Sarofim (Arabic: فايز ساروفيم) (born 1929 in Egypt) is a Coptic American heir to the Sarofim family fortune, fund manager for a number of Dreyfus family stock funds, an original and second largest shareholder of Kinder Morgan (NYSE: KMI) and part owner of the NFL team Houston Texans; ranked 5th Most Valuable NFL team worth $1.85 billion.",10
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Edwin Oldfather Reischauer (October 15, 1910 – September 1, 1990) was an American educator and professor at Harvard University.",6
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"He was born in Kristiania[1] as a son of port director Alf Scott-Hansen, Sr. (1870–1930) and his wife Lalla Wiborg (1869–1953).",13
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,Mr. Reaud was chosen as the Most Distinguished Alumni of Texas Tech University Law School in 1998 and also chosen as the Most Distinguished Alumni of Lamar University in 2006.,5
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"Many exhibitions have been held in the vast spaces of U.S. National Guard armories, but the Armory Show refers to the International Exhibition of Modern Art that was organized by the Association of American Painters and Sculptors and opened in New York City's 69th Regiment Armory, on Lexington Avenue between 25th and 26th Streets, on February 17, 1913, and ran to March 15.",11
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"English singer Nicola Roberts, a member of girl group Girls Aloud, has recorded songs for one solo studio album, including three b-sides.",12
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Leland Northcutt is a Chiropractor here in McMinnville and has been in a productive,energetic, and hands on practice 38 years.",9
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,Dantzig was the Professor Emeritus of Transportation Sciences and Professor of Operations Research and of Computer Science at Stanford.,6
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Tom Hubert (born May 24, 1977) is a Belgian engineer, inventor and investor.",10
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,It was demerged from its parent company Otello Corporation as part of the latter's divestiture of its web browser business.,14
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,Previously he was a member of the Pennsylvania House of Representatives from 1970 through 1976.,12
14,DATE_OF_DEATH,Describes the date of death of a person.,"Yet, only 3 years ago he died in a harrowing cycling accident in the Italian Alps, shattering his body against a rock embankment at over 60kms an hour.",4
4,CEO,Describes the relationship between an organization and its CEO.,"He is the founder, CEO, and Chairman of Talos Partners, a private investment firm managed and operated by him and Senator Robert W. Kasten, Jr.",0
5,DATE_FOUNDED,Describes the founding date of a company.,"The Norton Museum of Art, founded in 1941 by Ralph Hubbard Norton and Elizabeth Norton as a permanent home for their 19th- and 20th-century sculptures and paint...ings, is one of Florida’s leading cultural institutions.",2
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"She previously served as President and founding Chief Executive Officer of the Japanese American National Museum in Los Angeles from 1988 to 2009, which is affiliated with the Smithsonian Institution.",7
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Originally from Maitland, New South Wales, Frank Threlfo was signed by the South Sydney Rabbitohs in 1952 as a 20-year-old.",10
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"Chris Bearde (born 18 June 1936) is a comedy writer, producer and director best known for his work as a writer on the '60s zeitgeist hit Laugh In and for co-writing and producing TV specials for Elvis Presley, Bob Hope, Sonny and Cher, Bill Cosby, Steve Martin, Jim Carrey, Andy Williams, The Jackson Five, The Osmonds, Dinah Shore, Diana Ross, and Lucille Ball.",13
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"In my fourth year I thoroughly enjoyed completing the European Human Rights Project, organised by Professor Jim Murdoch, which involved the preparation and presentation of a mock Human Rights case.",7
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Varon Bonicos (born 18 May 1974) is a British director, producer, and screenwriter and is the son of late film editor Douglas Bonicos.",1
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,Our people are passionate individuals who get involved and make a difference in the lives of our customers and our communities every day.,10
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Jacobs, based in Minneapolis, became wealthy by taking big stakes in Fortune 500 conglomerates, usually with the goal of unlocking value by breaking them up.",8
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"Christine Zaccardi, the founder and director of the Drawing Room, graduated from the School of Visual Arts with a BFA in Graphic Design.",5
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"As Sir Henry Sumner Maine puts it, ""it was never thought of as founded on quite untested principles.",7
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"there are 7,000 Finns living in Switzerland, of whom 4,000 are first generation immigrants and 3,000 are second generation immigrants.",10
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Born in Gauley Bridge, WV, she is the daughter of Virginia Huddleston of Lynchburg and the late David Huddleston.",1
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,He is currently an assistant coach with the Memphis Tigers men's basketball team.,6
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"Melia kept the position the following season and the future looked bleak for Harrower in a red shirt; in the March 1961 he was on his way, moving to Newcastle United.",11
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,The National Labour Union of Morocco (UNMT) is a national trade union center in Morocco.,8
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"In 1896, Shepherd made his PhD at Columbia University.",5
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"He was elected to the Lok Sabha, lower house of the Parliament of India from Arambagh in West Bengal as a member of the Communist Party of India (Marxist).",12
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Edward Jones is a subsidiary of The Jones Financial Companies, L.L.L.P., a limited liability limited partnership owned only by its employees and retired employees and is not publicly traded.",14
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,I also acted as a Director of a National Franchisor operating over 230 franchises in Canada and currently sit on the board of directors of The Charity of Hope (www.charityofhope.com) which has raised over $1 million for children in need in Canada.,11
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Cole Carbide is headquartered in Warren, Michigan with manufacturing facilities, distribution centers and sales outlets located throughout the world.",8
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Gennaro, his son, who worked with his father since high school, bought Federal Beef Inc. in the early 60's.",1
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"After 18 months, Dr. Weissling moved to Yakima, WA where she was employed in a non-for-profit community agency providing speech and language services to residents of Yakima County.",11
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Charles of Orléans (24 November 1394 – 5 January 1465) was Duke of Orléans from 1407, following the murder of his father, Louis I, Duke of Orléans, on the orders of John the Fearless, Duke of Burgundy.",3
5,DATE_FOUNDED,Describes the founding date of a company.,It started operations in January 2008 from Dhaka's Shahjalal International Airport.,2
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Anatolii Volodymyrovych Mohyliov (Ukrainian: Анатолій Володимирович Могильов, Russian: Анатолий Владимирович Могилёв; born April 6, 1955 in Petropavlovsk-Kamchatsky, in the Russian SFSR of the Soviet Union) is a Ukrainian politician.",7
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Formed in 1990, AE is based in Luxembourg and operates a common European platform through co-operation among its 37 members, which are all active Alzheimer organisations in Europe (WHO European Region).",7
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"He was the stepfather of Marcus Junius Brutus the Younger, having married Brutus' mother, Servilia Caepionis.",1
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Larysa Zaspa (born September 22, 1971 in Khmelnytskyi, Ukraine) is a Ukrainian team handball goalkeeper.",10
15,DATE_OF_BIRTH,Describes the date of birth of a person.,Saud Alsanousi (Arabic:سعود السنعوسي) (born 1981) is a Kuwaiti novelist and journalist.,3
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"As the business grew, we brought on more personnel, and in 2011, we determined that we needed even more space than we had on Madison Avenue to accommodate our nine employees.",3
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"Throughout the years we have established ourselves as full service caterers providing themed events, social gatherings and weddings.",13
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"The property has been owned by the National Trust since 1960 when the Holbech family endowed it to them, and is still run and lived in by Geoffrey Holbech's daughter Caroline Beddall and her family.",3
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"It has a subsidiary, Advance Manufacturing Technology, which provides customized design and fabrication of cased and open-hole lubricators, wireline packoffs, blowout preventers, backoff equipment, safety valves and flanges and adapters.",14
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Glenn resigned from NASA on January 16, 1964, and the next day announced plans to run for a U.S. Senate seat from Ohio.",6
5,DATE_FOUNDED,Describes the founding date of a company.,It helped in the creation of a FIFA U-16 World Championship in China in 1985 at FIFA's request.,2
25,SPOUSE,Describes the relationship between a person and her/his spouse.,Worked at the Candyman since the 80's Rand and his Wife Cindy acquired the store in 2008 after long time owner passed.,13
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Richard Lawrence Taylor (born 19 May 1962) is a British mathematician working in the field of number theory.,9
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"David Charles Walter (1 February 1948 – 29 March 2012), was a British journalist and a former Political Correspondent for Independent Television News programmes on ITV from 1980–1986, then on ITN's Channel 4 News from 1986–1988, followed by Paris Correspondent for BBC News, a BBC television and radio producer and presenter, and a Liberal Democrat contender for a seat in the British Parliament (Torridge and West Devon, 2005).",9
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"DNA is named after my kids; Daxon, Nadia, and Adrie; because they have been such a blessing in my life.",1
5,DATE_FOUNDED,Describes the founding date of a company.,It was founded in 2006 with the goal of establishing an Environmental Commission as part of the village's government.,2
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"The show was written and created by Laurence Marks and Maurice Gran, who wrote the complete first series of the show, after which they only wrote some episodes, along with a team of writers.",7
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"In his personal life, Nick has experience managing his personal brokerage account with skills acquired from his father and books written by successful portfolio managers.",1
4,CEO,Describes the relationship between an organization and its CEO.,"Founder of 'FG Productions', Frank Strayer is a '3D Motion Graphics - Visual Effects Animation Specialist' with an honorary degree in video production and freelance photography.",0
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,Vivial's St. Louis area sales office has a team of highly qualified advertising professionals who will create a customized marketing package that's right for your small business.,8
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"The band came together in Los Angeles in 2007, after Tyler and Dave who are childhood friends and Marc and Reagan who are also childhood friends met Sauce and later Ian (However, he is no longer a member of the band) 2AM Club brings a diverse array of genres, including hip-hop, rock, electro, rap, and alternative.",13
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"In order to endorse its republican and liberal tradition, the song was chosen as the national anthem of Germany in 1922, during the Weimar Republic.",8
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Pete's clients included Sony Electronics, Home Box Office (HBO) and The Getty Museum in Los Angeles.",8
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Jacobus Albertus Wilhelmus ""Jaap"" Burger (20 August 1904 – 19 August 1986) was a Dutch politician of the Labour Party (PvdA) and jurist.",12
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"A local resident of Virginia Beach, Gary graduated from Cox High School and went on to pursue a degree from Old Dominion University.",11
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,The Australian Party was a political party founded and led by Billy Hughes after his expulsion from the Nationalist Party.,12
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Infocom was a software company, based in Cambridge, Massachusetts, that produced numerous works of interactive fiction.",8
25,SPOUSE,Describes the relationship between a person and her/his spouse.,The Tamarind Seed is a 1974 American-British romantic drama film written and directed by Blake Edwards and starring Julie Andrews and Omar Sharif.,13
25,SPOUSE,Describes the relationship between a person and her/his spouse.,There is speculation on the similarities of this sonnet and the relationship of Romeo and Juliet.,13
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,He was a member of the Social Democracy of the Kingdom of Poland and Lithuania from 1916 and the Communist Party of Poland from 1918.,12
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Abu Nidal (""father of struggle"") formed the ANO in October 1974 after a split from Yasser Arafat's Fatah faction within the Palestine Liberation Organization (PLO).",12
5,DATE_FOUNDED,Describes the founding date of a company.,"River City Contractors, founded in 1997, is a Jacksonville based company that has built its reputation on the commitment to quality construction.",2
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"James Otis ""BigCat"" Williams (born March 29, 1968) is a former American football player.",9
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"She participated in two of Killigrew's famous all-female productions, of his own The Parson's Wedding and Beaumont and Fletcher's Philaster, both in 1672.",13
4,CEO,Describes the relationship between an organization and its CEO.,He is currently the president and CEO of Vuguru.,0
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Henry is regarded as the patron of Portuguese exploration.,9
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"The Murray Insurance Agency Inc is the parent company of 5 local offices which provide local and regional service to the Northeast (NJ PA MD) and the South East (FL GA SC) Having the local office join together with the parent company, more products and services are available to our customers.",14
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,He worked as Research Assistant at United Nation Development Program (UNDP) under Access to Information Phase II.,5
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"William Henry ""Bill"" Gates (born William Henry Gates II; November 30, 1925) is a retired American attorney and philanthropist and author of the book Showing Up for Life: Thoughts on the Gifts of a Lifetime.",10
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,FROMM Packaging Ltd is a wholly owned subsidiary of FROMM Holdings of Switzerland.,14
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Elmer Ray Noble, (16 January 1909–8 March 2001) was professor of zoology at the University of California, Santa Barbara, and an internationally recognized protozoologist and parasitologist.",3
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"He also previously served as the General Manager for Etisalat's Dubai Region operations, a position that he obtained in 2005",6
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"On June 12th 2018, John Borghetti, the current CEO of Virgin Australia confirmed that he will be leaving the airline before the end of his contract in January of 2020.",6
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"When a Hollywood talent agent and his sister are compelled to look back on the abuse of their now deceased father, they find themselves bewildered with what to ...do with his remains.",1
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,He graduated from the Shanghai Second Medical University and practiced at Ninth Hospital.,5
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Montalvo and his wife, Melissa, reside in Greenfield with their daughter, Kadyn.",1
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Similarly, W&W STEEL and its subsidiary AFCO STEEL meld to form an equally exceptional structural steel fabricator.",14
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,In 1954 he purchased the Lotus Mk4 owned by Lotus founder Colin Chapman and began racing with this car.,7
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,He taught Greek at the Borgerdyd school in Copenhagen before becoming a professor at the University of Copenhagen; among his students at the university was Otto Jespersen.,6
5,DATE_FOUNDED,Describes the founding date of a company.,It started operations on 28 December 2014.,2
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,Josh started his career in Real Estate and Property Management in 2002 and quickly obtained a Real Estate Broker's License and a half-dozen other designations and credentials.,7
4,CEO,Describes the relationship between an organization and its CEO.,"David has worked on numerous ventures, both as a founder in residence and web developer at Sandbox Industries and as a freelance web developer.",0
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Zinovy Reichstein (born 1961) is a Russian-born American mathematician.,9
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,The tournament was initially scheduled to be hosted by Morocco who later demanded postponement of the event because of the Ebola virus epidemic in West Africa; subsequently Morocco was ruled out as a host country and replaced by Equatorial Guinea.,11
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,David Eisner founded Dataprise in 1995 and has led its growth from tiny technology start-up to recognized leader in providing managed IT services to small and medium-size businesses.,6
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Maria Aurélia Martins de Sousa ( June 13, 1866, Valparaiso, Chile - May 26, 1922, Porto, Portugal ) was a Portuguese painter.",9
34,CHILD_OF,Describes the relationship between a person and his/her parent.,He learned much about the industry from his father who was an early pioneer in the pool industry in the Pacific Northwest.,1
25,SPOUSE,Describes the relationship between a person and her/his spouse.,The Back Seat of My Car is a song written by Paul McCartney and released by him and his wife Linda McCartney as the last track on the 1971 album Ram.,13
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Norma Alvares is an Indian social worker, environmental activist, lawyer and a founding member of Goa Foundation, an environmental action group.",7
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"I am presently located in Philadelphia, PA, having moved from Richmond,VA where I am a former billing specialist at Fidelity.",6
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"April 2016 we purchased Critter Care Plus and moved from Carrollton, VA to Carrollton, GA.",11
4,CEO,Describes the relationship between an organization and its CEO.,He was president and chief executive officer of Torstar Corporation from 1988 to 2002.,0
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Following a Smart Start Comprehensive Case Preparation Meeting, each new client that is accepted as a client with Smith Strong, PLC meets with the Client Services Specialist, Paralegal, and Lead Attorney for their case, ensuring a plan of action is created from day one.",7
5,DATE_FOUNDED,Describes the founding date of a company.,"Jack Skurnick (March 1910 – September 1952) was the founder and director of EMS Recordings and publisher and editor of the highly regarded music review, Just Records.",2
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Johannes (""Hans"") Bernardus Everardus Hoogveld (born May 21, 1947 in Amersfoort, Utrecht) is a former water polo player from The Netherlands, who competed in two consecutive Summer Olympics for his native country, starting in 1968.",10
25,SPOUSE,Describes the relationship between a person and her/his spouse.,She played for many weddings and receptions and played with Art Gorden's band at many area supper clubs.,13
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Beresford Clive Dunfee (1904 – 24 September 1932) was a British racing driver, one of the ""Bentley Boys"" of the 1930s, who was killed in a dramatic accident at Brooklands Dunfee was the third of four sons of Colonel Vickers Dunfee and the younger brother of Jack Dunfee, also a motor racer.",1
5,DATE_FOUNDED,Describes the founding date of a company.,"It was created in 1908 by the F. H. Bennett Biscuit Company, which operated a bakery on the Lower East Side of New York City.",2
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"In 2011, it completed an extensive expansion and remodeling of its building, paid for entirely with externally raised funds and designed by Gluckman Mayner Architects, New York, that has allowed it to display its permanent collection continually.",11
5,DATE_FOUNDED,Describes the founding date of a company.,"Just a few blocks away lies the Hart Burial Ground, established in 1683, where some of the earliest settlers, including ancestors of Dr. Benjamin Rush, were laid to rest.",2
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,She won the Colombian National Road Race Championships in 2003 and 2008.,9
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"The second Imperial Crown of Mexico, created during the Second Mexican Empire for Emperor Maximilian I (his consort was Charlotte of Belgium, or Empress Carlota of Mexico), who reigned from 1864–67, is better documented.",13
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"It is based in Belgium, but its network spans the entire European Union.",7
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"The Congregation was founded on December 8, 1900, by Rose Hawthorne Lathrop, a daughter of the famed novelist Nathaniel Hawthorne.",1
5,DATE_FOUNDED,Describes the founding date of a company.,"Sims was World Snowboarding Champion (1983), World Champion Skateboarder (1975) and founder of Sims Snowboards and Sims Skateboards.",2
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Over the last 18 years Network Aviation has grown significantly, and in 2011 became a wholly owned subsidiary of the Qantas Group.",14
4,CEO,Describes the relationship between an organization and its CEO.,"In 2006 Lauri Pitcher took over as CEO, continuing the specialized service to the small and medium sized business owner who is looking for a close relationship with their CPA.",0
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"When not creating beautiful smiles, Dr. Finelli likes to spend his free time running, golfing and enjoying the outdoors with his daughter and wife.",1
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,He studied at the Academy of Budapest before moving to Paris to collaborate with Auguste Rodin and Jean Paul Lorenz.,5
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"In a recent documentary on Chilean television, Temkin stated: ""We live our lives weighed down by the burden of names and labels that society bestows upon us.",10
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"It debuted at number one in Fey's native Mexico, topping the album charts and opening with an impressive 75.000 copies.",10
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,She played in the Turkey girls' U-17 national team and Turkey women's national U-19 team.,8
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"He lived at Ujjain, India and was instrumental in the sustenance of the Kalidas Akademi, a center of arts and literature in Western India.",10
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,It operates as a subsidiary of Vivendi Universal SA.The Vivendi Create Joy Fund is Vivendi's corporate social responsibility program.,14
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"DHL Express (USA) is the US arm of express delivery giant DHL, which itself is a subsidiary of Germany's Deutsche Post.",14
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"Soon after, she was appointed Professor of Anatomy at the Academy of Sciences of Bologna Institute.",5
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Atomic absorption spectroscopy was first used as an analytical technique, and the underlying principles were established in the second half of the 19th century by Robert Wilhelm Bunsen and Gustav Robert Kirchhoff, both professors at the University of Heidelberg, Germany.",6
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Edelman was born in Chicago, Illinois, attended Niles North High School, where he starred as Li'l Abner opposite future soap star Nancy Lee Grahn, and was trained at Northwestern University (Evanston, Illinois).",10
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Born in Chicago, Ill in 1958 and moved to Fort Lauderdale, FL with his parents at 3 years of age.",10
5,DATE_FOUNDED,Describes the founding date of a company.,"In 1978 Lilia became the first African American to start an environmental engineering firm when she founded and became CEO of PEER Consultants, PC.",2
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Born and raised in the Washington D. C. metropolitan area, he started his career at the Smithsonian National Zoo as a volunteer animal keeper.",10
5,DATE_FOUNDED,Describes the founding date of a company.,"The Ellison Medical Foundation, a 501(c)(3) Private Nonoperating Foundation, was founded in 1997 and is located in Bethesda, Maryland.",2
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Edmund William Greacen (1876–1949) was an American Impressionist painter.,9
4,CEO,Describes the relationship between an organization and its CEO.,"Colin Angle (born 1967) is an American businessman and is the co-founder, chief executive officer and chairman of the board of iRobot Corporation.",0
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,Princess Antonia of Luxembourg (Antoinette Roberte Sophie Wilhelmine; 7 October 1899 – 31 July 1954) was a member of the Luxembourgish House of Nassau-Weilburg and the last Crown Princess of Bavaria as the wife of Crown Prince Rupprecht.,12
